,Individual_ID,Site,Fem_ID,ID.treat,Species,sex,Treatment,Date_2,Mass_2,Notes_2,Date_3,Mass_3,Notes_3,Date_4,Mass_4,Notes_4,Date_5,Femur_5,Mass_5,Date_5.,Femur_5.,Mass_5.,Date_Adult,Mass_Adult,Femur_Adult,pre,Missing_legs,Date_Adult.,Mass_Adult.,Femur_Adult.,Date_dead,Pod_ID,Date_Hatch,HD_2,HD_3,HD_4,HD_5,HD_5.,HD_Adult,HD_Adult.,J1,J3,J4,J5,JA
224,A1_F8.7,A1,F8,A1F8.7.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0443,NA,0015-06-04,0.1276,NA,NA,NA,NA,NA,NA,NA,0015-06-15,0.219,11.85,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,33,NA,NA,44,NA,122,146,155,NA,166
225,A1_F8.8,A1,F8,A1F8.8.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0348,NA,0015-06-03,0.0721,NA,0015-06-14,NA,0.1598,NA,NA,NA,0015-06-15,0.2111,12.47,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,32,43,NA,44,NA,122,146,154,165,166
226,A1_F8.9,A1,F8,A1F8.9.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0608,NA,0015-06-02,0.1014,NA,0015-06-14,Probably Adult here,0.3028,NA,NA,NA,0015-06-15,0.3139,12.76,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,31,43,NA,44,NA,122,146,153,165,166
227,A1_F8.10,A1,F8,A1F8.10.24S,sang,m,24S,NA,NA,NA,0015-05-26,0.0429,NA,0015-06-04,0.1088,NA,NA,NA,NA,NA,NA,NA,0015-06-16,0.1928,10.62,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,33,NA,NA,45,NA,122,146,155,NA,167
228,A1_F8.11,A1,F8,A1F8.11.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0335,NA,0015-06-03,0.0921,NA,0015-06-23,NA,0.3092,NA,NA,NA,0015-06-23,0.3088,13.82,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,32,52,NA,52,NA,122,146,154,174,174
229,A1_F8.12,A1,F8,A1F8.12.24S,sang,f,24S,NA,NA,NA,0015-05-26,0.0362,NA,0015-06-02,0.088,NA,0015-06-10,NA,0.1654,NA,NA,NA,0015-06-22,0.3227,13.82,NA,NA,NA,NA,NA,NA,A1_F8_sanguin_24S,0015-05-02,NA,24,31,39,NA,51,NA,122,146,153,161,173
230,A1_F8.13,A1,F8,A1F8.13.24S,sang,m,24S,NA,NA,NA,0015-05-26,0.0353,NA,0015-05-30,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/8/05,A1_F8_sanguin_24S,0015-05-02,NA,24,28,NA,NA,NA,NA,122,146,150,NA,NA
231,C1_F28.1,C1,F28,C1F28.1.28L,dodg,m,28L,NA,NA,NA,0015-05-04,0.0638,NA,0015-05-10,0.122,NA,NA,NA,NA,NA,NA,NA,0015-05-18,0.2303,9.6,pre,NA,NA,NA,NA,NA,C1_F28_dodgei_28L,0015-04-22,NA,12,18,NA,NA,26,NA,112,124,130,NA,138
232,C1_F28.2,C1,F28,C1F28.2.28L,dodg,f,28L,NA,NA,NA,0015-05-04,0.076,NA,0015-05-10,0.1698,NA,NA,NA,NA,NA,NA,NA,0015-05-18,0.4174,11.9,pre,NA,NA,NA,NA,NA,C1_F28_dodgei_28L,0015-04-22,NA,12,18,NA,NA,26,NA,112,124,130,NA,138
233,B1_F7.1,B1,F7,B1F7.1.28L,dodg,m,28L,NA,NA,NA,0015-05-04,0.0617,NA,0015-05-06,0.0816,NA,0015-05-12,NA,0.1563,NA,NA,NA,0015-05-18,0.2399,10.8,NA,NA,NA,NA,NA,NA,B1_F7_dodgei_28L,0015-04-22,NA,12,14,20,NA,26,NA,112,124,126,132,138
234,B1_F7.2,B1,F7,B1F7.2.28L,dodg,m,28L,NA,NA,NA,0015-05-04,0.0735,NA,0015-05-06,0.1105,NA,0015-05-10,NA,0.1366,NA,NA,NA,0015-05-15,0.2765,NA,pre,NA,0015-05-18,0.3039,10.5,NA,B1_F7_dodgei_28L,0015-04-22,NA,12,14,18,NA,23,26,112,124,126,130,135
235,B1_F7.3,B1,F7,B1F7.3.28L,dodg,m,28L,NA,NA,NA,0015-05-04,0.0682,NA,0015-05-06,0.09,NA,0015-05-10,NA,0.1213,NA,NA,NA,0015-05-18,0.2729,10.2,NA,NA,NA,NA,NA,NA,B1_F7_dodgei_28L,0015-04-22,NA,12,14,18,NA,26,NA,112,124,126,130,138
236,B1_F7.4,B1,F7,B1F7.4.28L,dodg,f,28L,NA,NA,NA,0015-05-04,0.0487,NA,0015-05-08,0.1127,NA,0015-05-12,NA,0.1407,NA,NA,NA,0015-05-19,0.382,12,NA,NA,NA,NA,NA,NA,B1_F7_dodgei_28L,0015-04-22,NA,12,16,20,NA,27,NA,112,124,128,132,139
237,B1_F7.5,B1,F7,B1F7.5.28L,dodg,NA,28L,NA,NA,NA,0015-05-04,0.0769,NA,0015-05-06,0.0738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/15,B1_F7_dodgei_28L,0015-04-22,NA,12,14,NA,NA,NA,NA,112,124,126,NA,NA
238,B1_F7.6,B1,F7,B1F7.6.28L,dodg,NA,28L,NA,NA,NA,0015-05-04,0.0777,NA,0015-05-06,0.1177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/15,B1_F7_dodgei_28L,0015-04-22,NA,12,14,NA,NA,NA,NA,112,124,126,NA,NA
239,B1_F7.7,B1,F7,B1F7.7.28L,dodg,m,28L,NA,NA,NA,0015-05-04,0.0811,NA,0015-05-06,0.1085,NA,0015-05-10,NA,0.1345,NA,NA,NA,0015-05-15,0.2911,NA,pre 5/18/2015,NA,0015-05-18,0.2925,10.6,NA,B1_F7_dodgei_28L,0015-04-22,NA,12,14,18,NA,23,26,112,124,126,130,135
240,B1_F19.1,B1,F19,B1F19.1.28L,dodg,f,28L,NA,NA,NA,0015-05-04,0.0857,NA,0015-05-06,0.1274,NA,0015-05-10,NA,0.1693,NA,NA,NA,0015-05-18,0.5342,13.4,NA,1,NA,NA,NA,6/14/15,B1_F19_dodgei_28L,0015-04-22,NA,12,14,18,NA,26,NA,112,124,126,130,138
241,B1_F19.2,B1,F19,B1F19.2.28L,dodg,m,28L,NA,NA,NA,0015-05-04,0.0818,NA,0015-05-08,0.01541,NA,NA,NA,NA,NA,NA,NA,0015-05-15,0.2603,NA,pre 5/18/2015,NA,0015-05-18,0.2957,10.7,6/14/15,B1_F19_dodgei_28L,0015-04-22,NA,12,16,NA,NA,23,26,112,124,128,NA,135
242,B1_F19.3,B1,F19,B1F19.3.28L,dodg,f,28L,NA,NA,NA,0015-05-04,0.0834,NA,0015-05-10,0.1722,NA,NA,NA,NA,NA,NA,NA,0015-05-18,0.4855,12.4,NA,NA,NA,NA,NA,6/14/15,B1_F19_dodgei_28L,0015-04-22,NA,12,18,NA,NA,26,NA,112,124,130,NA,138
243,B1_F19.4,B1,F19,B1F19.4.28L,dodg,m,28L,NA,NA,NA,0015-05-04,0.0696,NA,0015-05-10,0.1416,NA,NA,NA,NA,NA,NA,NA,0015-05-18,0.2973,11.1,NA,NA,NA,NA,NA,6/14/15,B1_F19_dodgei_28L,0015-04-22,NA,12,18,NA,NA,26,NA,112,124,130,NA,138
244,B1_F19.5,B1,F19,B1F19.5.28L,dodg,m,28L,NA,NA,NA,0015-05-04,0.0825,NA,0015-05-06,0.1475,NA,NA,NA,NA,NA,NA,NA,0015-05-18,0.3725,12.4,NA,NA,NA,NA,NA,6/14/15,B1_F19_dodgei_28L,0015-04-22,NA,12,14,NA,NA,26,NA,112,124,126,NA,138
245,C1_F9.1,C1,F9,C1F9.1.28L,dodg,m,28L,NA,NA,NA,0015-05-07,0.0697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-27,0.2886,12.8,NA,1,NA,NA,NA,Dead 11 May 2015,C1_F9_dodgei_28L,0015-04-23,NA,14,NA,NA,NA,34,NA,113,127,NA,NA,147
246,C1_F9.2,C1,F9,C1F9.2.28L,dodg,f,28L,NA,NA,NA,0015-05-07,0.0684,NA,0015-05-13,0.0969,NA,0015-05-20,NA,0.3448,NA,NA,NA,0015-05-26,0.3148,10.5,NA,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,20,27,NA,33,NA,113,127,133,140,146
247,C1_F9.3,C1,F9,C1F9.3.28L,dodg,f,28L,NA,NA,NA,0015-05-07,0.0668,NA,0015-05-13,0.148,NA,NA,NA,NA,NA,NA,NA,0015-05-19,0.2245,11.1,NA,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,20,NA,NA,26,NA,113,127,133,NA,139
248,C1_F9.4,C1,F9,C1F9.4.28L,dodg,f,28L,NA,NA,NA,0015-05-07,0.0822,NA,0015-05-11,0.1025,NA,0015-05-17,NA,0.2816,NA,NA,NA,0015-05-18,0.3347,10.3,pre,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,18,24,NA,25,NA,113,127,131,137,138
249,C1_F9.5,C1,F9,C1F9.5.28L,dodg,f,28L,NA,NA,NA,0015-05-07,0.0709,NA,0015-05-11,0.1045,NA,NA,NA,NA,NA,NA,NA,0015-05-18,0.287,11.1,NA,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,18,NA,NA,25,NA,113,127,131,NA,138
250,C1_F9.6,C1,F9,C1F9.6.28L,dodg,m,28L,NA,NA,NA,0015-05-07,0.0716,NA,0015-05-11,0.0907,NA,0015-05-17,NA,0.1464,NA,NA,NA,0015-05-19,0.186,9.3,pre,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,18,24,NA,26,NA,113,127,131,137,139
251,C1_F9.7,C1,F9,C1F9.7.28L,dodg,f,28L,NA,NA,NA,0015-05-07,0.0711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/19/15,C1_F9_dodgei_28L,0015-04-23,NA,14,NA,NA,NA,NA,NA,113,127,NA,NA,NA
252,C1_F9.8,C1,F9,C1F9.8.28L,dodg,m,28L,NA,NA,NA,0015-05-07,0.0637,NA,0015-05-11,0.0922,NA,NA,NA,NA,NA,NA,NA,0015-05-19,0.1729,8.3,NA,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,18,NA,NA,26,NA,113,127,131,NA,139
253,C1_F9.9,C1,F9,C1F9.9.28L,dodg,f,28L,NA,NA,NA,0015-05-07,0.0828,NA,0015-05-11,0.1467,NA,0015-05-18,NA,0.2266,NA,NA,NA,0015-05-19,0.2593,10.6,pre,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,18,25,NA,26,NA,113,127,131,138,139
254,C1_F9.10,C1,F9,C1F9.10.28L,dodg,f,28L,NA,NA,NA,0015-05-07,0.0628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-19,0.2954,11.4,NA,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,NA,NA,NA,26,NA,113,127,NA,NA,139
255,C1_F9.11,C1,F9,C1F9.11.28L,dodg,m,28L,NA,NA,NA,0015-05-07,0.0536,NA,NA,NA,NA,0015-05-21,NA,0.1865,NA,NA,NA,0015-05-26,0.1548,9.4,NA,1,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,NA,28,NA,33,NA,113,127,NA,141,146
256,C1_F9.12,C1,F9,C1F9.12.28L,dodg,m,28L,NA,NA,NA,0015-05-07,0.0585,NA,0015-05-11,0.0955,NA,0015-05-18,NA,0.149,NA,NA,NA,0015-05-19,0.2003,8.6,pre,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,18,25,NA,26,NA,113,127,131,138,139
257,C1_F9.13,C1,F9,C1F9.13.28L,dodg,m,28L,NA,NA,NA,0015-05-07,0.0634,NA,0015-05-15,0.0912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead may 23,C1_F9_dodgei_28L,0015-04-23,NA,14,22,NA,NA,NA,NA,113,127,135,NA,NA
258,C1_F9.14,C1,F9,C1F9.14.28L,dodg,f,28L,NA,NA,NA,0015-05-07,0.073,NA,0015-05-11,0.0771,NA,NA,NA,NA,NA,NA,NA,0015-05-19,0.1446,9.6,NA,NA,NA,NA,NA,NA,C1_F9_dodgei_28L,0015-04-23,NA,14,18,NA,NA,26,NA,113,127,131,NA,139
259,A1_F1.1,A1,F1,A1F1.1.28L,dodg,m,28L,NA,NA,NA,0015-05-12,0.055,NA,0015-05-20,0.1864,NA,NA,NA,NA,NA,NA,NA,0015-05-27,0.2387,9.78,NA,NA,NA,NA,NA,NA,A1_F1_dodgei_28L,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,140,NA,147
260,C1_F28.2,C1,F28,C1F28.2.28L,dodg,NA,28L,NA,NA,cannot be found,NA,NA,NA,0015-05-15,0.4672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1_F28_dodgei_28L,0015-04-22,NA,NA,23,NA,NA,NA,NA,112,NA,135,NA,NA
261,C1_F28.1,C1,F28,C1F28.1.28L,dodg,NA,28L,0015-05-17,0.2395,looks like 5 instar,NA,NA,NA,0015-05-15,0.2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1_F28_dodgei_28L,0015-04-22,25,NA,23,NA,NA,NA,NA,112,NA,135,NA,NA
262,RR_F3.1,RR,F3,RRF3.1.28L,pell,f,28L,NA,NA,NA,0015-05-15,0.0996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/21/15,RR_F3_pellucida_28L,0015-04-30,NA,15,NA,NA,NA,NA,NA,120,135,NA,NA,NA
263,B1_F22.1,B1,F22,B1F22.1.28L,pell,NA,28L,0015-05-15,0.0636,NA,0015-05-17,0.0719,NA,0015-05-23,0.1682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead may 30 ,B1_F22_pellucida_28L,0015-04-29,16,18,24,NA,NA,NA,NA,119,137,143,NA,NA
264,B1_F22.2,B1,F22,B1F22.2.28L,pell,m,28L,0015-05-15,0.0631,NA,0015-05-21,0.1315,NA,0015-05-29,0.1815,NA,NA,NA,NA,NA,NA,NA,0015-06-01,0.2238,10.95,NA,NA,NA,NA,NA,NA,B1_F22_pellucida_28L,0015-04-29,16,22,30,NA,NA,33,NA,119,141,149,NA,152
265,B1_F22.3,B1,F22,B1F22.3.28L,pell,NA,28L,0015-05-15,0.0375,NA,0015-05-17,0.0399,NA,0015-05-23,0.1311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead May 29,B1_F22_pellucida_28L,0015-04-29,16,18,24,NA,NA,NA,NA,119,137,143,NA,NA
266,B1_F22.4,B1,F22,B1F22.4.28L,pell,NA,28L,0015-05-15,0.0467,NA,0015-05-17,0.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1_F22_pellucida_28L,0015-04-29,16,18,NA,NA,NA,NA,NA,119,137,NA,NA,NA
267,B1_F22.5,B1,F22,B1F22.5.28L,pell,m,28L,0015-05-15,0.0551,NA,0015-05-20,0.1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/28/15,B1_F22_pellucida_28L,0015-04-29,16,21,NA,NA,NA,NA,NA,119,140,NA,NA,NA
268,A1_F11.1,A1,F11,A1F11.1.28L,pell,m,28L,0015-05-15,0.056,NA,0015-05-20,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-27,0.1503,10.36,NA,NA,NA,NA,NA,NA,A1_F11_pellucida_28L,0015-04-29,16,21,NA,NA,NA,28,NA,119,140,NA,NA,147
269,A1_F11.2,A1,F11,A1F11.2.28L,pell,NA,28L,0015-05-15,0.0473,NA,0015-05-20,0.0816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead May 29,A1_F11_pellucida_28L,0015-04-29,16,21,NA,NA,NA,NA,NA,119,140,NA,NA,NA
270,A1_F11.3,A1,F11,A1F11.3.28L,pell,f,28L,0015-05-15,0.0535,NA,0015-05-19,0.0876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/27/15,A1_F11_pellucida_28L,0015-04-29,16,20,NA,NA,NA,NA,NA,119,139,NA,NA,NA
271,A1_F11.4,A1,F11,A1F11.4.28L,pell,m,28L,0015-05-15,0.0428,NA,0015-05-16,0.0617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/26/15,A1_F11_pellucida_28L,0015-04-29,16,17,NA,NA,NA,NA,NA,119,136,NA,NA,NA
272,A1_F11.5,A1,F11,A1F11.5.28L,pell,m,28L,0015-05-15,0.0623,NA,0015-05-19,0.1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/26/15,A1_F11_pellucida_28L,0015-04-29,16,20,NA,NA,NA,NA,NA,119,139,NA,NA,NA
273,A1_F8.1,A1,F8,A1F8.1.28L,pell,NA,28L,0015-05-15,0.0475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1_F8_pellucida_28L,0015-04-29,16,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA
274,A1_F8.2,A1,F8,A1F8.2.28L,pell,m,28L,0015-05-15,0.0397,NA,0015-05-17,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,A1_F8_pellucida_28L,0015-04-29,16,18,NA,NA,NA,NA,NA,119,137,NA,NA,NA
275,A1_F8.3,A1,F8,A1F8.3.28L,pell,NA,28L,0015-05-15,0.0437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1_F8_pellucida_28L,0015-04-29,16,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA
276,A1_F8.4,A1,F8,A1F8.4.28L,pell,m,28L,0015-05-15,0.0553,NA,0015-05-18,0.0809,NA,0015-05-23,0.1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/2/15,A1_F8_pellucida_28L,0015-04-29,16,19,24,NA,NA,NA,NA,119,138,143,NA,NA
277,A1_F8.5,A1,F8,A1F8.5.28L,pell,f,28L,0015-05-15,0.0581,NA,NA,NA,NA,0015-05-26,0.1451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/28/15,A1_F8_pellucida_28L,0015-04-29,16,NA,27,NA,NA,NA,NA,119,NA,146,NA,NA
278,C1_F19.1,C1,F19,C1F19.1.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.842,NA,0015-05-23,0.1607,NA,0015-05-30,NA,0.3061,NA,NA,NA,0015-06-01,0.283,12.34,NA,NA,NA,NA,NA,NA,C1_F19_pellucida_28L,0015-04-29,NA,19,24,31,NA,33,NA,119,138,143,150,152
279,C1_F19.2,C1,F19,C1F19.2.28L,pell,NA,28L,NA,NA,NA,0015-05-18,0.0541,NA,0015-05-24,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead on 5/30/15,C1_F19_pellucida_28L,0015-04-29,NA,19,25,NA,NA,NA,NA,119,138,144,NA,NA
280,C1_F19.3,C1,F19,C1F19.3.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.0792,NA,0015-05-24,0.1898,NA,0015-05-30,NA,0.2765,NA,NA,NA,0015-06-01,0.2869,12.21,NA,NA,NA,NA,NA,NA,C1_F19_pellucida_28L,0015-04-29,NA,19,25,31,NA,33,NA,119,138,144,150,152
281,C1_F19.4,C1,F19,C1F19.4.28L,pell,m,28L,NA,NA,NA,0015-05-18,0.0562,NA,0015-05-30,0.1386,NA,NA,NA,NA,NA,NA,NA,0015-06-01,0.1667,10.08,NA,NA,NA,NA,NA,NA,C1_F19_pellucida_28L,0015-04-29,NA,19,31,NA,NA,33,NA,119,138,150,NA,152
282,C1_F19.5,C1,F19,C1F19.5.28L,pell,m,28L,NA,NA,NA,0015-05-18,0.061,NA,0015-05-30,0.1649,NA,NA,NA,NA,NA,NA,NA,0015-06-01,0.1901,9.97,NA,NA,NA,NA,NA,NA,C1_F19_pellucida_28L,0015-04-29,NA,19,31,NA,NA,33,NA,119,138,150,NA,152
283,C1_F19.6,C1,F19,C1F19.6.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.0703,NA,0015-05-23,0.1096,NA,0015-05-30,NA,0.2191,NA,NA,NA,0015-06-01,0.2828,12.9,NA,NA,NA,NA,NA,NA,C1_F19_pellucida_28L,0015-04-29,NA,19,24,31,NA,33,NA,119,138,143,150,152
284,C1_F19.7,C1,F19,C1F19.7.28L,pell,NA,28L,NA,NA,NA,0015-05-18,NA,NA,0015-05-23,0.1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead May 29,C1_F19_pellucida_28L,0015-04-29,NA,19,24,NA,NA,NA,NA,119,138,143,NA,NA
285,C1_F19.8,C1,F19,C1F19.8.28L,pell,m,28L,NA,NA,NA,0015-05-18,0.0449,NA,0015-05-24,0.0888,NA,NA,NA,NA,NA,NA,NA,0015-06-01,NA,NA,NA,NA,NA,NA,NA,5/28/15,C1_F19_pellucida_28L,0015-04-29,NA,19,25,NA,NA,33,NA,119,138,144,NA,152
286,C1_F19.9,C1,F19,C1F19.9.28L,pell,NA,28L,NA,NA,NA,0015-05-18,0.0551,NA,0015-05-23,0.0809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead May 29,C1_F19_pellucida_28L,0015-04-29,NA,19,24,NA,NA,NA,NA,119,138,143,NA,NA
287,C1_F19.10,C1,F19,C1F19.10.28L,pell,m,28L,NA,NA,NA,0015-05-18,0.0517,NA,0015-05-23,0.0776,NA,0015-05-30,NA,0.1427,NA,NA,NA,0015-06-01,0.1487,9.35,NA,NA,NA,NA,NA,NA,C1_F19_pellucida_28L,0015-04-29,NA,19,24,31,NA,33,NA,119,138,143,150,152
288,C1_F19.11,C1,F19,C1F19.11.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.0745,NA,0015-05-25,0.1795,NA,0015-05-30,NA,0.2447,NA,NA,NA,0015-06-01,0.2544,11.57,NA,NA,NA,NA,NA,NA,C1_F19_pellucida_28L,0015-04-29,NA,19,26,31,NA,33,NA,119,138,145,150,152
289,C1_F2.1,C1,F2,C1F2.1.28L,pell,m,28L,NA,NA,NA,0015-05-18,0.0889,NA,0015-05-23,0.1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/28/15,C1_F2_pellucida_28L,0015-04-29,NA,19,24,NA,NA,NA,NA,119,138,143,NA,NA
290,C1_F2.2,C1,F2,C1F2.2.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.0858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-06-01,0.1494,10.12,NA,NA,NA,NA,NA,NA,C1_F2_pellucida_28L,0015-04-29,NA,19,NA,NA,NA,33,NA,119,138,NA,NA,152
291,RR_F13.1,RR,F13,RRF13.1.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.0434,NA,0015-05-26,0.1036,NA,0015-06-03,NA,0.2342,NA,NA,NA,0015-06-03,0.2337,11.75,NA,NA,NA,NA,NA,NA,RR_F13_pellucida_28L,0015-05-01,NA,17,25,33,NA,33,NA,121,138,146,154,154
292,C1_F10.1,C1,F10,C1F10.1.28L,pell,NA,28L,NA,NA,NA,0015-05-18,0.0708,NA,0015-05-26,0.1304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead on 5/30/15,C1_F10_pellucida_28L,0015-04-29,NA,19,27,NA,NA,NA,NA,119,138,146,NA,NA
293,C1_F10.2,C1,F10,C1F10.2.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.0873,NA,0015-05-23,0.1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/27/15,C1_F10_pellucida_28L,0015-04-29,NA,19,24,NA,NA,NA,NA,119,138,143,NA,NA
294,C1_F10.3,C1,F10,C1F10.3.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.1003,NA,0015-05-21,0.1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/27/15,C1_F10_pellucida_28L,0015-04-29,NA,19,22,NA,NA,NA,NA,119,138,141,NA,NA
295,C1_F10.4,C1,F10,C1F10.4.28L,pell,f,28L,NA,NA,NA,0015-05-18,0.0747,NA,0015-05-21,0.0917,NA,NA,NA,NA,NA,NA,NA,0015-05-28,0.1476,9.1,NA,NA,NA,NA,NA,NA,C1_F10_pellucida_28L,0015-04-29,NA,19,22,NA,NA,29,NA,119,138,141,NA,148
296,A1_F2.1,A1,F2,A1F2.1.28L,sang,NA,28L,NA,NA,NA,0015-05-07,0.0539,NA,0015-05-13,0.1308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,A1_F2_sanguin_28L,0015-04-24,NA,13,19,NA,NA,NA,NA,114,127,133,NA,NA
297,A1_F2.2,A1,F2,A1F2.2.28L,sang,f,28L,NA,NA,NA,0015-05-07,0.0566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_28L,0015-04-24,NA,13,NA,NA,NA,NA,NA,114,127,NA,NA,NA
298,A1_F2.3,A1,F2,A1F2.3.28L,sang,m,28L,NA,NA,NA,0015-05-07,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-23,0.3042,NA,NA,1,NA,NA,NA,NA,A1_F2_sanguin_28L,0015-04-24,NA,13,NA,NA,NA,29,NA,114,127,NA,NA,143
299,A1_F2.4,A1,F2,A1F2.4.28L,sang,NA,28L,NA,NA,NA,0015-05-07,0.0471,NA,0015-05-11,0.0763,NA,0015-05-18,NA,0.1683,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A1_F2_sanguin_28L,0015-04-24,NA,13,17,24,NA,NA,NA,114,127,131,138,NA
300,A1_F2.5,A1,F2,A1F2.5.28L,sang,m,28L,NA,NA,NA,0015-05-07,0.0523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-23,0.2859,12,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_28L,0015-04-24,NA,13,NA,NA,NA,29,NA,114,127,NA,NA,143
301,A1_F2.6,A1,F2,A1F2.6.28L,sang,m,28L,NA,NA,NA,0015-05-07,0.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-05-23,0.304,11.7,NA,NA,NA,NA,NA,NA,A1_F2_sanguin_28L,0015-04-24,NA,13,NA,NA,NA,29,NA,114,127,NA,NA,143
